yangon_tower_id,adm3_name,lat_r,lon_r,lat,lon,cell_count,radios,networks,max_range_m,nearest_other_site_km,isolation_score,earthquake_raw,cyclone_raw,earthquake_score,cyclone_score,flood_score,historical_hazard_score,legacy_score
48,Ahlone,16.78642,96.12556,16.786422729492,96.125564575195,2,UMTS,MPT,1000,0.1461962098335978,0.4438879180620437,147.01071839195492,0.067702387998577,0.6902504077650781,0.955087737042068,0.0,0.7299760071566265,0.55
49,Ahlone,16.78642,96.12694,16.786422729492,96.126937866211,2,UMTS,MPT,1000,0.1057076969758197,0.3209240710592771,146.9734361380468,0.0677215520681344,0.6885445473830863,0.9559989478346876,0.0,0.7286627074508265,0.55
50,Ahlone,16.78642,96.12831,16.786422729492,96.128311157227,5,"GSM, UMTS","MPT, Telenor",1000,0.1056357820489912,0.3207056650118429,146.93606446209537,0.0677407133593144,0.6868345954694681,0.9569100265213712,0.0,0.7273459101272535,0.55
51,Ahlone,16.78642,96.12968,16.786422729492,96.129684448242,1,UMTS,Telenor,1000,0.1056942564083563,0.3208832519783935,146.89860344705596,0.0677598718635407,0.6851205558198712,0.9578209726943232,0.0,0.726025618351039,0.55
52,Ahlone,16.78642,96.13106,16.786422729492,96.131057739258,2,GSM,Telenor,1000,0.0730571501414045,0.221764172062581,146.86105317399125,0.0677790275722742,0.6834024321433386,0.9587317859475348,0.0,0.724701835213968,0.75
53,Ahlone,16.78642,96.13174,16.786423,96.131744,1,UMTS,Telenor,1000,0.0730571501414045,0.221764172062581,146.84226055446442,0.0677885918684552,0.6825425703655699,0.9591865479112128,0.0,0.7240391669974163,0.55
54,Ahlone,16.78642,96.13243,16.786422729492,96.132431030273,2,UMTS,"Ooredoo, Telenor",1000,0.0731390719655897,0.2220129691149866,146.82341372186502,0.0677981804769162,0.6816802280528825,0.9596424658721496,0.0,0.7233745637257726,0.55
55,Ahlone,16.78642,96.1338,16.786422729492,96.133804321289,1,UMTS,Ooredoo,1000,0.1461962099405928,0.4438879183869881,146.78568516684345,0.0678173305689189,0.6799539470335083,0.9605530120617434,0.0,0.7220438067877435,0.55
56,Ahlone,16.78711,96.1235,16.787109,96.123505,1,UMTS,Ooredoo,1000,0.1056451279680403,0.320734048621883,147.08026294801502,0.0676555723183325,0.6934324391749398,0.952861750908224,0.0,0.7323468359349323,0.55
57,Ahlone,16.78711,96.12762,16.787109,96.127625,2,UMTS,MPT,1000,0.1056357820489912,0.3207056650118429,146.96852571253447,0.0677130479929395,0.6883198694341396,0.9555945971264176,0.0,0.7284110785879813,0.55
58,Ahlone,16.78711,96.13174,16.787109,96.131744,1,UMTS,Telenor,1000,0.0762798250404942,0.2315514543128155,146.8560109648235,0.067770484679169,0.6831717243948698,0.9583255895300996,0.0,0.7244448041651542,0.55
59,Ahlone,16.7878,96.12282,16.787796020508,96.122817993164,2,UMTS,Ooredoo,1000,0.1057583866577942,0.3210780159157066,147.11265418517797,0.0676279046118259,0.6949145096617761,0.9515462102449792,0.0,0.7334092647492565,0.55
60,Ahlone,16.7878,96.12419,16.787796020508,96.12419128418,5,UMTS,"MPT, Ooredoo, Telenor",1000,0.0798214473690703,0.2423073817454269,147.07553692723474,0.0676470592398323,0.6932161987181955,0.9524569721119128,0.0,0.7321023147272532,0.55
61,Ahlone,16.7878,96.12556,16.787796020508,96.125564575195,1,UMTS,Ooredoo,1000,0.0826811640397873,0.250992357763304,147.0383299917837,0.0676662111061879,0.691513784554137,0.9533676026682192,0.0,0.7307918572712493,0.55
62,Ahlone,16.7878,96.12694,16.787796020508,96.126937866211,1,UMTS,MPT,1000,0.0948254149422597,0.2878745177769425,147.00103345857593,0.0676853602023745,0.6898072708186326,0.9542781015088696,0.0,0.7294778954221681,0.55
63,Ahlone,16.7878,96.12831,16.787796020508,96.128311157227,3,UMTS,"MPT, Telenor",1000,0.0763887415650915,0.231882234426022,146.9636474055581,0.0677045065198274,0.6880966610781566,0.9551884682266416,0.0,0.7281604321504292,0.55
